username,tweet_processed,target
chiniehdiaz,@ledz Haha! Well it'll always be a Chuck song for me. Don't remember it being played on GG? But then I don't pay as much attention to GG ,0
JephaLouxxx,Awuh. Derek bought me flowers and reeses pieces...  yay for not being a deadbeat and thank you for thinking about me... ,0
Gazaonline,Loves Ho's!!!  http://www.myspace.com/3oh3  ,0
brigwyn,@Kikirowr hey you.. come join us on TNB! ,0
tsarnick,.@TroublePandaPR that's nice!! well it's close to nice  hopefully there will be a breakthrough soon with freshy ,0
leximcmillin,"Thirsty Thursdays!  Formosa, Brothers, stoked.",0
AlrightAmanda,Staying off chat in an attempt to get more sleep. Going to sleep... now! ,0
yikes77,@activistchica Yup ,0
sierrajenkins,"addicted to bejeweled. your score sucks @curtismatthews, step it up, you're embarrassing yourself ",0
Infantry11bdub,"@sweetkisses277 Well that requires shoes, a shirt, driving, eh doesn't sound fun. I'll just order something lol ",0
bhostilo,Catching up on Greek. I've missed this show... ,0
glenroy,@vrsedesign i got me a DP tonite. ,0
MileyIsAmazing1,@mileycyrus Miley i hope you have a good night and I love you Miley!  ,0
allxclubglobal,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;,0
veilsiderx7,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;,0
newyearforannie,"@AnnaLynneMc Can't wait to see you, I'm sure you will look fantabulous!! (Like always!)  ",0
fluffyvulture,@VelveteenMind I agree - shows they care enough to say &quot;hi&quot; personally  ....hi,0
Ally_Godlien,I got my ears stretched today  im quite excited for my ending result  W0000,0
MonikDrums,"El a�o del Barcelona...algo bueno tenia que pasar no?  God is good all the time, TKS for the hope that you give to my heart",0
savi_garbowsky,"&quot;i loveyou, there is a helicopter above my house&quot;-Dylan  &lt;333  aaahahaha xD",0
mjdew,@sarahtymeson I see that you are a part of adopt a soldier! Thank you! It is so appreciated by so many! I'd be glad to send you cookies ,0
LinDySi,Sooo sleepy.. But screw sleeping.. Let's go shopping to celebrate!!!!   ,0
Eptorgan,@afu1979 I love those popsicles!  They were an important part of my childhood.  ,0
whitLeyKiD,@ddlovato http://twitpic.com/65r98 - u look so gorgeous grl!!! so mature and sophisticated ,0
ycedeno,Goodnight ,0
TammyChicago,@jeffreyeas OMG Dude! Not sure about the other stuff but I love the SA cherry wheat beer...... I'm a sucker for beer  Got tums? LOL,0
CaseyTehle,He is perfect  my sunburns are so weird! I am totally motivated for some reason lol,0
redchinese19,@HappyCassie  missed you too Cassie &lt;333,0
simsherman,@vivtherese I'm doing some workshops for kids these days. Sometimes I need to do a report on the performance of student leaders. ,0
mjbps,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;,0
londontaylor,oops...@chrisanthony82 welcome  @songsbythedot what dee hell is going on with DM hater of yours?!,0
iweesh,@mrskutcher What happened? Can you give a link please? ,0
lukef,@iainbest lol well it was your most recent status... i thought you would have picked up on it ,0
AU571N,Good news on the Jetta  no error codes!,0
janinehrtsnkotb,"@coriluvnthedon oh girl, i had to!! it was so Forrest Gump  kidding... what time did you guys end up leaving?",0
ker2tweet,"@lucky04you Dang it, I missed it, I have tons of stuff for DI- but you probably weren't taking a dump truck there! ",0
Angiem1984,fuck! fuck what i want and what i cant have... fuck fuck fuck! ok... i'm good...  night twits!,0
cjdelo80,watching a movie and laying on a short couch.  With room to spare ,0
osnix,@Undented It sucks. I think it was all reserved to Hollywood VIP. I'll keep both eyes open to promos and stuff. And Undented of course ,0
meghanwilliams,is interested to see what God's will is ,0
SuPeRLiCiOuS21,"I FINALLY GOT TO GO VISIT MY HUBBY! HE'S DOING REALLY GOOD, HE'S GETTING IN SHAPE AND LOVING HIS WIFE LIKE CRAZY! ",0
FashionGuru,@bifflawson LoL... The lion king!  Rooaarrrrrr,0
nataliaag,justt danced my heart outtt.  tierd and readyy for bedd. senior luau tomarrow and dance showw night 2 ,0
jacobbuck,@podgypanda I'm at MDS  Doing Diploma of Digital Media (and graphic design last year). Just made a website for the Big Day Out 2010 ;),0
Edgar_Allen,@alix_says Can I get some of that self esteme as well? I'm a loser ,0
JuJudabrat,thinks sleeping in is going to feel so good  goodnight!,0
jennahmonet,@OneLovelyLibra LOL well ...yea...you clearly blasted her...thats very apparent sunshine ,0
krystalvcorrea,had a very nice day 2day with some gr8 ppl!  LK^&amp;=],0
BANKSGURL,Why it couldn't be like this a long time ago? Perfect moment! Cherish evrything while u got it cuz it could one day be gone! ,0
SVAllie,@kimidreams Many thanks for the assists ,0
greataussiefood,@calbo It's fine to talk about food - as long as you throw in the words &quot;Vegemite&quot; and &quot;TIm Tams&quot; every now  and again ,0
ziamickal,@toemonster of course bby. Elliot can come over and help us ,0
O_m_a_r_,They will both be in my prayers and Hope everything will turn out! ,0
bmichalk,"Goodnite tweeps, Im thankful good friends and family!  ",0
yocolifsavr,@TheChristinaKim Sweet!! That shirt has CKim written all over it! So you could be an angel and hook me up with a signed golf ball ,0
guinascimento,Pearl Jam scheduled as musical guest for june 1st premiere of &quot;The Tonight show with Conan O' Brien&quot;   ,0
ciaobella50,@MATT_369 Oh and Hello by the way!............  lol  ........ ,0
rainerafael,Twitter Tee!  �SimplyHip http://twitgoo.com/c1du,0
heidisap,@LorenAMAL hi loren! i hope all's well with you.. ,0
mylender,@artbynemo I care about you ,0
FatboyRoberts,"@ORMediaInsiders LOL. I totally wasn't trying to guilt you into a dl. but I'll take it   Wed is a good jump-on point, I think.",0
pika1213,Bed time. work in the morning. I can't wait for Monday!! Pittsburgh Magazine's &quot;Best of&quot; dinner party! ,0
ANGELLI_16,Getting ready for field day tommorow.   Time to dominate the field!!! (But teachers think it's for fun.They are so wrong cause it is war.),0
GetLowAmanda,"Im pretty sure i have the best big brother in the history of big brothers, and everyone should be jealous ",0
goddesshexx,I don't use money to buy happiness... I use it to buy off unhappiness! ,0
melz0812,@likewhoaxox hahaz!! im uploading right now too! ,0
esmeg,"@ImaPacifist ok, guess I'm buying some soon! ",0
redsoda,"@mitchjoel - Im sure you'll make it back in time, great to meet you last night ",0
Angel42579,@g_lifted thanks      Sooo big weekend plans?,0
alicam,@James__D Glad to see you don't lack self-esteem ,0
gemcruz,@nettekulet the joepet account has 4 followers na ,0
peklyn,@bluion GO eat the shabu shabu at j-town!!  have to wait at least half an hour but definitely worth it!!,0
vexgodglove,@volatilegemini I live in a basement.  Thats why i am so mysterious.,0
loveyea,@ciaobella6 i found yea ,0
DioramaNic,My Ten/Rose love has re-emerged big time. I re-watched 'The Idiot's Lantern' tonight and that hug at the end did me in. I 'heart' them. ,0
Cermaksalot,loves summer bonfires....   but does not love having to be at work by 8am the next morning....  ,0
WalkinSpAstic,"@dinosam I'm working on mine also, I think you'll like it.. ",0
vipvirtualsols,My  is coming up - I only do it once a month now so WATCH THIS SPACE! ,0
nexusdivine,@LuvTheAnimals you are going to 'stay up that late' again tonight. ,0
isofiyan,@lesley_simpson Yessss ..... Praise God  .... Arghh my hairrrrr ... Why did I follow ur mistake with hair,0
Silentbx,"not even, every1 comes 2 me for advice tho, thats the ironic thing. lol @toyabanks plus im good wit it  (not in the cocky way)",0
PapaDres,@KlarissAdrienne why wish when you already are. ,0
michxxblc,@leftwanting Nothing much. Just jamming to some music.  What's up?,0
katienev_ox,Soooooo riled up. ,0
conthabeatgod84,@amandadiva bask in your happiness.. Shine. ,0
Ze3ky,@Jazzy813 Negro ! Aint I Intresting Now ! Sheesh And Im Followin You Punk !  !,0
LvMitchie,couple fries short of a happy meal...thats me! ,0
BakingMan,"@EricTheard  Hey Eric just read your blog, sounds like it was a good time, good luck with teaching the little lady to cook! Smile alot ",0
KDawn7,Leaving Sunday for the Beach!! ,0
captainmorgann,@katfishh looks like you need to book a flight to cali (: im actually writing a 1920s research paper and i need it for concrete detail ,0
thalygermain,"@Fluseason1 Nada now... but, we'll have to hit the store together soon!  ",0
jeneyfer528,Finally got a mojito! And good music..Ya! Maybe its cuz my bday is over ,0
zenbitch,"@spinningdiscs Hey, rockin' man, what's going on? ",0
Michaeluhh,Not sweeny todd but peter pan. A little disappointed but still stoked at the same time ,0
RochelleElaine,@ProducerFoster Hey Stan!!!!!!! ,0
trugiaz,"@lintangparamita Hope you have a blast today, after that blabber too  wish you all the best down there",0
MelissaMarie94,I think I am going to be a singer and a actress and my brother is going to drive me around mwahahahaha. ,0
samiekelley,sittin in my room eatin milano cookies sooo yummmy! ,0
MeganHamilton,Dyed my hair! ,0
alexamiles,@katekragon girlllll I will  let's chill when I get back ,0
NeilJoshua,I'm doing a reflection paper about faith. ,0
theplasticage,@RemiRockit most def ,0
NicaNoelle,@zoebritton and I are going to Boston together in August! One of the most beautiful women in the world with me in my favorite city! ,0
amyche,its fridaaaaay ,0
janice_waiyin,You have a new mail from Eureka Campaign.   Subject: Eureka! Internship Programme Acceptance  WOOO!! I have decided to stay in Singapore ,0
HeathC,@stillpixels they have a scanner to see if you've &quot;touched on&quot;.  Saw it on the train one day.,0
jj38girl,"@jordanknight Some girls do have all the luck............Well    June 26th, Tinley Park......My turn baby......I'm actin a goddamn fool!!!",0
ShaeFreeman,@MamitaBonita lol! its true ,0
batutes,"@Pearl Ate, come visit here so you can witness a different weather. ",0
narajaponesa,"Reading Rick Riordan's The Last Olympian out loud with my husband.  We are consumed/enthralled, totally and completely. ",0
tatots,very happy!! coz he went h0me na!! haha.. i'm very excited for sunday!! ,0
twiggys_rabies,@Hillstromania Thank you for putting out such amazing music!! ,0
L_ArcEnCiel,Is glad everyone's happy ,0
jonesville,"@StarletonEnt That right there's an RV Clark...lol...naw, it's an M-Box Pro, newly mounted in my new-used rack   How ya been man?",0
Quimo,@BB517 @BJoie Oh man we gotta find a new place ,0
aka_Rhys,@evilgrrl Thank you very much! ,0
TristanDressler,"Mmmm, 4 cups of coffee later a site has been prepped for business. It's been a productive night. ",0
Nellybell1,finally done w/hw for the night!  i think ill watch a movie...,0
MissFranch,Tomorow its going to be better.. ,0
zbaerenlovesme,"says mmm, Star Trek Voyager, a half done baby hat and a sleeping toddler. Not too shabby  http://plurk.com/p/wwuj6",0
nullsession,"@gayatheist hey, congrats on the progress you are making! i am awful, i let any distraction get in the way of going to the gym! ",0
_EKu_,shes not the most popular artist on the planet...but she should be  ? http://blip.fm/~78kcw,0
spencermoreau,"Awesome day!!! I got the B&amp;B pictures and they look awesome, and I got The Promise backing tracks to figure out what to try out for... ",0
FinancialCents,@chrisgietzen Isn't InHouston great?  That's cool you are a jazz vocalist. I'm the singing financial advisor   Hope to see you at a mixer!,0
5toSucceed,@NaniWaialeale Yes mommy! *nods head up &amp; down* Can we have ice cream too?  &lt;--How can u resist that smile?? We love u! (Eric say it too!),0
xoalleykatxo, got tons of baby clothes...OMG i can't wait for my baby boy!,0
Persinable,@carmen_cook thanks - I'll get in touch next week ,0
LegendaryWriter,@Gberd27 sure is ,0
aurhea,having lunch at cafe mediterranean  luv the food here!! stress-free friday yey!!,0
cognoscento,@jemmen I finally get to *meet* you. ,0
pliniopinto,Spent the day with my wife celebrating our 3rd wedding anniversary. ,0
krissyraudys,"deeply dreaming....will i see you there?  sweet dreams, all!",0
rbuerckner,@damjanov Yes those cufflinks haz the coolz ,0
beccans,@tommcfly just arrived from my second mcfly gig. thank you for the best day of my life! ,0
marielle_may,@Buildabear96 Hot N' Cold!!..please.. ,0
chantalteague,Is ecstatic for Little Kaufman! Kick a** at state Kyle! And i'm wondering if this is actually showing up haha anyone wanna let me know? ,0
jshinall,@MsEmeryyy if u have to ask the question then u aren't some place u want to be so I'd say go  or try again later ,0
Shyrawr,"needs to start drawing more. my god. and BLOGSPOT BLOGSPOT BLOGSPOT. if you got one, add me ",0
bbbianky,"missin' someone badly. ha ha 'someone'. that's a mystery. who might HE be?, ",0
baggas,"spent the morning at Scitech, and is now eating some waffles with my boys ",0
esmeg,@ImaPacifist I love Craig Ferguson - that guy cracks me up ,0
KathieLB,"@MisterNoodle Sure, ok, uh-huh. ",0
crazyforu2,broken heart and torn up letters ,0
Liz_NHstargirl,pisco sour is offically my drink of choice for the summer....nothing like partyin it up with your profs lol good times ,0
am_yelizabeth,So many parties I feel like I graduated! ... Can't complain ,0
Cletae,@iscifitv Sure i would be happy too ,0
Mariellesince92,Updating my BEBO. ,0
karenm,"@Jenalam i'm thinking it's more of a winter &quot;dessert&quot;/abomination anyway, so that's fine with me ",0
iHeartJB,@NCNx823 LOL I got that dick good. He got so pissed when I called him gay ,0
francesolores,@DavidArchie is wearing the same as Nick J in the JB live webchat earlier! ,0
jlphotos,O thank heaven for Fridays! I finally get my car fixed tomorrow...o what? Only after 2 weeks of driving it being semi-broken. ,0
AddisonsCompass,@bacieabbracci Cool! He works at Vita-Mix. Beautiful Area. We were up there last Saturday. ,0
jackasten,she's incredible ,0
sherryjonas,I'm really diggin JBs new german single &quot;LVATT&quot;...I mean really. Me being German and all...its hot ,0
kandydevil,GS = gothscene.com ~ dating site ...several of you asked what it is ,0
